INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,Latitude,Longitude
Fatal/Injury Collision,16400 88TH AVE ,1,2012,0,0
Fatal/Injury Collision,7200 128TH ST ,1,2012,0,0
Fatal/Injury Collision,13700 72A AVE ,1,2012,0,0
Fatal/Injury Collision,8700  128TH ST,1,2012,0,0
Fatal/Injury Collision,1700 KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,14300 115TH AVE ,1,2012,0,0
Fatal/Injury Collision,2800  156TH ST,1,2012,0,0
Fatal/Injury Collision,18700 FRASER HWY ,1,2012,0,0
Fatal/Injury Collision,15000 58TH AVE ,1,2012,0,0
Fatal/Injury Collision,12000 93A AVE ,1,2012,0,0
Fatal/Injury Collision,6500 KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,14900 57TH AVE ,1,2012,0,0
Fatal/Injury Collision,15100 62A AVE ,1,2012,0,0
Fatal/Injury Collision,7300 KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,6000 156TH ST ,1,2012,0,0
Fatal/Injury Collision,8200 121A ST ,1,2012,0,0
Fatal/Injury Collision,10200 KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,15500 FRASER HWY ,1,2012,0,0
Fatal/Injury Collision,10800 152ND ST ,1,2012,0,0
Fatal/Injury Collision,14900 104TH AVE ,1,2012,0,0
Fatal/Injury Collision,8400 123RD ST ,1,2012,0,0
Fatal/Injury Collision,12800  96TH AVE,1,2012,0,0
Fatal/Injury Collision,13800 74TH AVE ,1,2012,0,0
Fatal/Injury Collision,7300 120TH ST ,1,2012,0,0
Fatal/Injury Collision,7700 125TH ST ,1,2012,0,0
Fatal/Injury Collision,10000 148TH ST ,1,2012,0,0
Fatal/Injury Collision,13300 108TH AVE ,1,2012,0,0
Fatal/Injury Collision,12200 NORTHPARK CRES ,1,2012,0,0
Fatal/Injury Collision,13600 BENTLEY RD ,1,2012,0,0
Fatal/Injury Collision,7400 121A ST ,1,2012,0,0
Fatal/Injury Collision,7600 143RD ST ,1,2012,0,0
Fatal/Injury Collision,6800 130TH ST ,1,2012,0,0
Fatal/Injury Collision,9400  128TH ST,1,2012,0,0
Fatal/Injury Collision,10000 KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,16000 93A AVE ,1,2012,0,0
Fatal/Injury Collision,17700 57TH AVE ,1,2012,0,0
Fatal/Injury Collision,8100 152ND ST ,1,2012,0,0
Fatal/Injury Collision,134TH ST / 68TH AVE,1,2012,0,0
Fatal/Injury Collision,88TH AVE / 144TH ST,1,2012,0,0
Fatal/Injury Collision,65TH AVE / 194TH ST,1,2012,0,0
Fatal/Injury Collision,128TH ST / 82ND AVE,1,2012,0,0
Fatal/Injury Collision,152ND ST / 108TH AVE,1,2012,0,0
Fatal/Injury Collision,176A ST / 0TH AVE,1,2012,0,0
Fatal/Injury Collision,150TH ST / 69A AVE,1,2012,0,0
Fatal/Injury Collision,64TH AVE / 129A ST,1,2012,0,0
Fatal/Injury Collision,56TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,156TH ST / CROYDON DR,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,96TH AVE / 126TH ST,1,2012,0,0
Fatal/Injury Collision,96TH AVE / 126TH ST,1,2012,0,0
Fatal/Injury Collision,184TH ST / 44TH AVE,1,2012,0,0
Fatal/Injury Collision,58TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,176TH ST / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,58TH AVE / 177B ST,1,2012,0,0
Fatal/Injury Collision,144TH ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,148TH ST / 17TH AVE,1,2012,0,0
Fatal/Injury Collision,176TH ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,176TH ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,70A AVE / 151ST ST,1,2012,0,0
Fatal/Injury Collision,122ND ST / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,120TH ST / 102ND AVE,1,2012,0,0
Fatal/Injury Collision,8TH AVE / 184TH ST,1,2012,0,0
Fatal/Injury Collision,152ND ST / 17TH AVE,1,2012,0,0
Fatal/Injury Collision,125A ST / OLD YALE RD,1,2012,0,0
Fatal/Injury Collision,96TH AVE / GOLDEN EARS WAY,1,2012,0,0
Fatal/Injury Collision,122ND ST / 121A ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 26TH AVE,1,2012,0,0
Fatal/Injury Collision,64TH AVE / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,104TH AVE / SCOTT RD,1,2012,0,0
Fatal/Injury Collision,161ST ST / 103RD AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,192ND ST / 76TH AVE,1,2012,0,0
Fatal/Injury Collision,142ND ST / 24TH AVE,1,2012,0,0
Fatal/Injury Collision,128TH ST / 82ND AVE,1,2012,0,0
Fatal/Injury Collision,UNIVERSITY DR / 105A AVE,1,2012,0,0
Fatal/Injury Collision,OLD YALE RD / 104TH AVE,1,2012,0,0
Fatal/Injury Collision,146TH ST / 86A AVE,1,2012,0,0
Fatal/Injury Collision,16TH AVE / 160TH ST,1,2012,0,0
Fatal/Injury Collision,140TH ST / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,96TH AVE / 192ND ST,1,2012,0,0
Fatal/Injury Collision,177A ST / 101A AVE,1,2012,0,0
Fatal/Injury Collision,138TH ST / 70TH AVE,1,2012,0,0
Fatal/Injury Collision,16TH AVE / 176TH ST,1,2012,0,0
Fatal/Injury Collision,108TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,8TH AVE / 192ND ST,1,2012,0,0
Fatal/Injury Collision,124TH ST / 75TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 74TH AVE,1,2012,0,0
Fatal/Injury Collision,122ND ST / 58TH AVE,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 120TH ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / SCOTT RD OFRP,1,2012,0,0
Fatal/Injury Collision,112B AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,104TH AVE ONRP / 160TH ST,1,2012,0,0
Fatal/Injury Collision,102A AVE / UNIVERSITY DR,1,2012,0,0
Fatal/Injury Collision,157TH ST / 99A AVE,1,2012,0,0
Fatal/Injury Collision,146TH ST / 85A AVE,1,2012,0,0
Fatal/Injury Collision,158TH ST / 104TH AVE,1,2012,0,0
Fatal/Injury Collision,94A AVE / 138TH ST,1,2012,0,0
Fatal/Injury Collision,96TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,84TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,176TH ST / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,72ND AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,148TH ST / 32ND AVE DVRS,1,2012,0,0
Fatal/Injury Collision,160TH ST / 104TH AVE,1,2012,0,0
Fatal/Injury Collision,192ND ST / 76TH AVE,1,2012,0,0
Fatal/Injury Collision,126TH ST / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,88TH AVE / 152ND ST,1,2012,0,0
Fatal/Injury Collision,148TH ST / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,FRASER HWY / 144TH ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 84TH AVE,1,2012,0,0
Fatal/Injury Collision,100TH AVE / 148TH ST,1,2012,0,0
Fatal/Injury Collision,150TH ST / LANSDOWNE DR,1,2012,0,0
Fatal/Injury Collision,SCOTT RD / 110TH AVE,1,2012,0,0
Fatal/Injury Collision,161ST ST / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,144TH ST / 70A AVE,1,2012,0,0
Fatal/Injury Collision,96TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,144TH ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,93A AVE / 134TH ST,1,2012,0,0
Fatal/Injury Collision,152ND ST / 56TH AVE,1,2012,0,0
Fatal/Injury Collision,152ND ST / 94TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 132ND ST,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 138TH ST,1,2012,0,0
Fatal/Injury Collision,192ND ST / 52ND AVE,1,2012,0,0
Fatal/Injury Collision,80TH AVE / 172ND ST,1,2012,0,0
Fatal/Injury Collision,168TH ST / 92A AVE,1,2012,0,0
Fatal/Injury Collision,160TH ST / 103RD AVE,1,2012,0,0
Fatal/Injury Collision,FRASER HWY / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 130TH ST,1,2012,0,0
Fatal/Injury Collision,152ND ST / 101ST AVE,1,2012,0,0
Fatal/Injury Collision,84TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,104TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,74TH AVE / 138TH ST,1,2012,0,0
Fatal/Injury Collision,152ND ST / COLEBROOK RD,1,2012,0,0
Fatal/Injury Collision,151ST ST / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,143RD ST / 32ND AVE,1,2012,0,0
Fatal/Injury Collision,60TH AVE / 188TH ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,100TH AVE / WHALLEY BLVD,1,2012,0,0
Fatal/Injury Collision,102A AVE / 102ND AVE,1,2012,0,0
Fatal/Injury Collision,148TH ST / 84TH AVE,1,2012,0,0
Fatal/Injury Collision,166TH ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,152ND ST / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,88TH AVE / 176TH ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,101ST AVE / 152ND ST,1,2012,0,0
Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 160TH ST,1,2012,0,0
Fatal/Injury Collision,64TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,127TH ST / 80TH AVE,1,2012,0,0
Fatal/Injury Collision,94TH AVE / 120TH ST,1,2012,0,0
Fatal/Injury Collision,180TH ST / 58TH AVE,1,2012,0,0
Fatal/Injury Collision,82ND AVE / 152ND ST,1,2012,0,0
Fatal/Injury Collision,176TH ST / 80TH AVE,1,2012,0,0
Fatal/Injury Collision,148TH ST / 16TH AVE,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 140TH ST,1,2012,0,0
Fatal/Injury Collision,123A ST / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,91ST AVE / 152ND ST,1,2012,0,0
Fatal/Injury Collision,74TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,164TH ST / 16TH AVE,1,2012,0,0
Fatal/Injury Collision,120TH ST / 101ST AVE,1,2012,0,0
Fatal/Injury Collision,100TH AVE / 160TH ST,1,2012,0,0
Fatal/Injury Collision,TRITES RD / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,152ND ST / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,16TH AVE / MARTIN DR,1,2012,0,0
Fatal/Injury Collision,144TH ST / 78TH AVE,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,108TH AVE / 148TH ST,1,2012,0,0
Fatal/Injury Collision,176TH ST / 24TH AVE,1,2012,0,0
Fatal/Injury Collision,152ND ST / 100TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 26TH AVE,1,2012,0,0
Fatal/Injury Collision,153RD ST / 101ST AVE,1,2012,0,0
Fatal/Injury Collision,176TH ST / 62ND AVE,1,2012,0,0
Fatal/Injury Collision,192ND ST / COLEBROOK RD,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,152ND ST / 81ST AVE,1,2012,0,0
Fatal/Injury Collision,176TH ST / 80TH AVE,1,2012,0,0
Fatal/Injury Collision,FRASER HWY / FLEETWOOD WAY,1,2012,0,0
Fatal/Injury Collision,103A AVE / SCOTT RD,1,2012,0,0
Fatal/Injury Collision,FRASER HWY / 170TH ST,1,2012,0,0
Fatal/Injury Collision,154TH ST / 18TH AVE,1,2012,0,0
Fatal/Injury Collision,75A AVE / 138TH ST,1,2012,0,0
Fatal/Injury Collision,56TH AVE / 168TH ST,1,2012,0,0
Fatal/Injury Collision,168TH ST / 61ST AVE,1,2012,0,0
Fatal/Injury Collision,161ST ST / 24TH AVE,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 138TH ST,1,2012,0,0
Fatal/Injury Collision,134TH ST / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,56TH AVE / 168TH ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 144TH ST,1,2012,0,0
Fatal/Injury Collision,144TH ST / 84TH AVE,1,2012,0,0
Fatal/Injury Collision,101A AVE / 148TH ST,1,2012,0,0
Fatal/Injury Collision,88TH AVE / 120TH ST,1,2012,0,0
Fatal/Injury Collision,84TH AVE / 134TH ST,1,2012,0,0
Fatal/Injury Collision,92ND AVE / 124A ST,1,2012,0,0
Fatal/Injury Collision,94TH AVE / 192ND ST,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 160TH ST,1,2012,0,0
Fatal/Injury Collision,126TH ST / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,152ND ST / 40TH AVE,1,2012,0,0
Fatal/Injury Collision,70A AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,138TH ST / 92ND AVE,1,2012,0,0
Fatal/Injury Collision,74TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,134TH ST / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,148TH ST / 58TH AVE,1,2012,0,0
Fatal/Injury Collision,140TH ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,160TH ST / 92ND AVE,1,2012,0,0
Fatal/Injury Collision,81ST AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,80TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,108TH AVE / 144A ST,1,2012,0,0
Fatal/Injury Collision,108TH AVE / ORIOLE DR,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 122ND ST,1,2012,0,0
Fatal/Injury Collision,20TH AVE / 148TH ST,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 152ND ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,104TH AVE / 160TH ST,1,2012,0,0
Fatal/Injury Collision,146TH ST / 60TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,64TH AVE / 152ND ST,1,2012,0,0
Fatal/Injury Collision,129A ST / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,154TH ST / 17A AVE,1,2012,0,0
Fatal/Injury Collision,176TH ST / 56TH AVE,1,2012,0,0
Fatal/Injury Collision,84TH AVE / 156TH ST,1,2012,0,0
Fatal/Injury Collision,116A AVE / KING RD,1,2012,0,0
Fatal/Injury Collision,148TH ST / 104TH AVE,1,2012,0,0
Fatal/Injury Collision,148TH ST / 108TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 92ND AVE,1,2012,0,0
Fatal/Injury Collision,80TH AVE / 122ND ST,1,2012,0,0
Fatal/Injury Collision,128TH ST / 100TH AVE,1,2012,0,0
Fatal/Injury Collision,84TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,92ND AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,92ND AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,152ND ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,80TH AVE / 128TH ST,1,2012,0,0
Fatal/Injury Collision,140TH ST / 24TH AVE,1,2012,0,0
Fatal/Injury Collision,152ND ST / 84TH AVE,1,2012,0,0
Fatal/Injury Collision,124TH ST / 96TH AVE,1,2012,0,0
Fatal/Injury Collision,176TH ST / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,196TH ST / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,105TH AVE / 154TH ST,1,2012,0,0
Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,FRASER HWY / 152ND ST,1,2012,0,0
Fatal/Injury Collision,OLD YALE RD / UNIVERSITY DR,1,2012,0,0
Fatal/Injury Collision,146TH ST / 82ND AVE,1,2012,0,0
Fatal/Injury Collision,132ND ST / 62ND AVE,1,2012,0,0
Fatal/Injury Collision,126TH ST / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,132ND ST / 80TH AVE,1,2012,0,0
Fatal/Injury Collision,64TH AVE / 176TH ST,1,2012,0,0
Fatal/Injury Collision,144TH ST / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,192ND ST / 56TH AVE,1,2012,0,0
Fatal/Injury Collision,82ND AVE / 128TH ST,1,2012,0,0
Fatal/Injury Collision,156TH ST / FRASER HWY,1,2012,0,0
Fatal/Injury Collision,140TH ST / 90TH AVE,1,2012,0,0
Fatal/Injury Collision,40TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 76TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,16TH AVE / 128TH ST,1,2012,0,0
Fatal/Injury Collision,128TH ST / 56TH AVE,1,2012,0,0
Fatal/Injury Collision,102ND AVE / 164TH ST,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 123RD ST,1,2012,0,0
Fatal/Injury Collision,168TH ST / 60TH AVE,1,2012,0,0
Fatal/Injury Collision,128TH ST / 76TH AVE,1,2012,0,0
Fatal/Injury Collision,64TH AVE / 152ND ST,1,2012,0,0
Fatal/Injury Collision,80TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,126TH ST / 91ST AVE,1,2012,0,0
Fatal/Injury Collision,80TH AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,24TH AVE / 160TH ST,1,2012,0,0
Fatal/Injury Collision,64TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,96TH AVE / 140TH ST,1,2012,0,0
Fatal/Injury Collision,76TH AVE / 130TH ST,1,2012,0,0
Fatal/Injury Collision,120TH ST / MALL ACCESS,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 122A ST,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 105A AVE,1,2012,0,0
Fatal/Injury Collision,128TH ST / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,156TH ST / 104TH AVE,1,2012,0,0
Fatal/Injury Collision,76TH AVE / 145TH ST,1,2012,0,0
Fatal/Injury Collision,110TH AVE / SCOTT RD,1,2012,0,0
Fatal/Injury Collision,176TH ST / 56TH AVE,1,2012,0,0
Fatal/Injury Collision,135A ST / 113TH AVE,1,2012,0,0
Fatal/Injury Collision,140TH ST / 89TH AVE,1,2012,0,0
Fatal/Injury Collision,140TH ST / 72ND AVE,1,2012,0,0
Fatal/Injury Collision,132ND ST / 92ND AVE,1,2012,0,0
Fatal/Injury Collision,176TH ST / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,KING GEORGE BLVD / 64TH AVE,1,2012,0,0
Fatal/Injury Collision,150TH ST / 104TH AVE,1,2012,0,0
Fatal/Injury Collision,56TH AVE / KING GEORGE BLVD,1,2012,0,0
Fatal/Injury Collision,72ND AVE / 132ND ST,1,2012,0,0
Fatal/Injury Collision,132ND ST / 88TH AVE,1,2012,0,0
Fatal/Injury Collision,102A AVE / 152ND ST,1,2012,0,0
