day,temp,rain,avg_rain,humidity,wind,day_of_week,month,year,working_day
2013-05-18,3.49513888889,0.0756944444444,0.848611111111,91.0833333333,4.95555555556,5.0,5.0,2013.0,0.0
2013-05-19,5.2,0.0104166666667,0.263888888889,66.1458333333,0.148611111111,6.0,5.0,2013.0,0.0
2013-05-20,6.77222222222,0.0,0.0,65.3888888889,0.0,0.0,5.0,2013.0,1.0
2013-05-21,9.50486111111,0.0715277777778,1.11041666667,85.3541666667,0.0,1.0,5.0,2013.0,1.0
2013-05-22,10.1811188811,0.0,0.239160839161,84.5454545455,0.0181818181818,2.0,5.0,2013.0,1.0
2013-05-23,12.3201388889,0.0,0.0,80.9722222222,1.98680555556,3.0,5.0,2013.0,1.0
2013-05-24,17.6111111111,0.0,0.0,85.1666666667,14.8965277778,4.0,5.0,2013.0,1.0
2013-05-25,16.1027777778,0.30625,4.18541666667,94.8055555556,5.32013888889,5.0,5.0,2013.0,0.0
2013-05-26,14.7222222222,0.0868055555556,2.43958333333,79.7708333333,4.74930555556,6.0,5.0,2013.0,0.0
2013-05-27,9.52056737589,0.0,0.242553191489,80.6028368794,2.79361702128,0.0,5.0,2013.0,1.0
2013-05-28,10.2326388889,0.025,0.0236111111111,73.5347222222,1.24583333333,1.0,5.0,2013.0,1.0
2013-05-29,12.9365079365,0.0,0.0,55.7777777778,0.0,2.0,5.0,2013.0,1.0
2013-05-30,13.348951049,0.204895104895,3.55314685315,88.041958042,3.95874125874,3.0,5.0,2013.0,1.0
2013-05-31,18.2236111111,0.0,0.7,79.6597222222,0.211805555556,4.0,5.0,2013.0,1.0
2013-06-01,17.003125,0.01875,0.01875,83.4375,0.0,5.0,6.0,2013.0,0.0
2013-06-04,13.7846153846,0.0,0.3,65.3846153846,0.0,1.0,6.0,2013.0,1.0
2013-06-05,12.3111111111,0.0,0.0395833333333,67.0277777778,1.20763888889,2.0,6.0,2013.0,1.0
2013-06-06,12.7486111111,0.0,0.0,54.6805555556,0.0333333333333,3.0,6.0,2013.0,1.0
2013-06-07,12.7788321168,0.0,0.0,69.5766423358,0.0277372262774,4.0,6.0,2013.0,1.0
2013-06-08,10.5111111111,1.6,15.6756944444,89.1875,6.73680555556,5.0,6.0,2013.0,0.0
2013-06-09,10.8251748252,0.041958041958,5.82237762238,91.0559440559,0.265034965035,6.0,6.0,2013.0,0.0
2013-06-10,13.0305555556,0.0125,0.296527777778,77.7430555556,0.0708333333333,0.0,6.0,2013.0,1.0
2013-06-11,15.7638888889,0.0125,0.0479166666667,70.2152777778,0.0,1.0,6.0,2013.0,1.0
2013-06-12,12.9659722222,0.218055555556,2.50902777778,89.2430555556,0.429861111111,2.0,6.0,2013.0,1.0
2013-06-13,11.68,0.222857142857,2.23214285714,86.2785714286,3.14071428571,3.0,6.0,2013.0,1.0
2013-06-14,11.6027777778,0.0125,0.24375,82.3333333333,0.00138888888889,4.0,6.0,2013.0,1.0
2013-06-15,13.8708333333,0.0416666666667,0.240972222222,80.4722222222,0.0256944444444,5.0,6.0,2013.0,0.0
2013-06-16,16.4756944444,0.0,0.131944444444,57.9513888889,0.0138888888889,6.0,6.0,2013.0,0.0
2013-06-17,16.4555555556,0.104166666667,0.472222222222,77.25,0.0986111111111,0.0,6.0,2013.0,1.0
2013-06-18,18.0729166667,0.0,0.0659722222222,72.9583333333,0.0,1.0,6.0,2013.0,1.0
2013-06-19,15.9284722222,0.0229166666667,0.276388888889,72.5138888889,0.0,2.0,6.0,2013.0,1.0
2013-06-20,14.9909722222,0.0,0.0659722222222,63.8333333333,0.0,3.0,6.0,2013.0,1.0
2013-06-21,17.881884058,0.00434782608696,0.00434782608696,62.8115942029,0.0,4.0,6.0,2013.0,1.0
2013-06-22,18.6419847328,0.00916030534351,0.0435114503817,64.4351145038,0.263358778626,5.0,6.0,2013.0,0.0
2013-06-23,21.6733870968,0.033064516129,0.033064516129,64.3629032258,0.0129032258065,6.0,6.0,2013.0,0.0
2013-06-24,19.4157894737,0.199248120301,0.585714285714,88.0827067669,0.0157894736842,0.0,6.0,2013.0,1.0
2013-06-25,22.1364963504,0.0,0.0,77.8540145985,0.00656934306569,1.0,6.0,2013.0,1.0
2013-06-26,16.1035211268,0.0457746478873,0.644366197183,88.4788732394,2.51197183099,2.0,6.0,2013.0,1.0
2013-06-27,13.1274647887,0.1,0.369718309859,89.514084507,4.11408450704,3.0,6.0,2013.0,1.0
2013-06-28,13.2992957746,0.11338028169,0.795774647887,96.4436619718,0.766197183099,4.0,6.0,2013.0,1.0
2013-06-29,18.5604166667,0.200694444444,1.59722222222,93.7986111111,1.58194444444,5.0,6.0,2013.0,0.0
2013-06-30,21.5479166667,0.0125,0.513888888889,84.6666666667,1.69583333333,6.0,6.0,2013.0,0.0
2013-07-01,20.7875,0.0125,0.129166666667,88.0763888889,0.0875,0.0,7.0,2013.0,1.0
2013-07-02,17.9798611111,0.0340277777778,0.499305555556,72.25,0.102083333333,1.0,7.0,2013.0,1.0
2013-07-03,17.7794871795,0.0,0.145299145299,75.0170940171,0.00854700854701,2.0,7.0,2013.0,1.0
2013-07-04,21.4710144928,0.0,0.0,78.9855072464,0.165942028986,3.0,7.0,2013.0,1.0
2013-07-05,24.71,0.0,0.0,71.4642857143,0.00285714285714,4.0,7.0,2013.0,1.0
2013-07-06,23.8178294574,0.0,0.0,71.8682170543,0.0682170542636,5.0,7.0,2013.0,0.0
2013-07-07,24.2248120301,0.0,0.0,73.1052631579,0.0,6.0,7.0,2013.0,0.0
2013-07-08,19.6190839695,0.0,0.0,71.4580152672,0.0160305343511,0.0,7.0,2013.0,1.0
2013-07-09,17.3805970149,0.0,0.0,67.2388059701,0.0111940298507,1.0,7.0,2013.0,1.0
2013-07-10,18.0721088435,0.0,0.0,67.380952381,0.00748299319728,2.0,7.0,2013.0,1.0
2013-07-11,20.8041666667,0.136805555556,1.61597222222,85.6458333333,2.72430555556,3.0,7.0,2013.0,1.0
2013-07-12,22.7221374046,0.0114503816794,0.564122137405,70.6870229008,0.0786259541985,4.0,7.0,2013.0,1.0
2013-07-13,19.0816176471,0.0,0.0,70.625,0.157352941176,5.0,7.0,2013.0,0.0
2013-07-14,20.1583333333,0.0,0.0,70.5277777778,0.419444444444,6.0,7.0,2013.0,0.0
2013-07-15,22.8897058824,0.0,0.0,70.4852941176,1.09338235294,0.0,7.0,2013.0,1.0
2013-07-16,23.2163120567,0.0,0.0,58.9219858156,1.72411347518,1.0,7.0,2013.0,1.0
2013-07-17,16.8694444444,0.0,0.0,65.7361111111,1.125,2.0,7.0,2013.0,1.0
2013-07-18,21.9194444444,0.0,0.0,74.3472222222,9.13402777778,3.0,7.0,2013.0,1.0
2013-07-19,16.2423611111,0.0,0.0,85.7638888889,2.57847222222,4.0,7.0,2013.0,1.0
2013-07-20,24.9379562044,0.0,0.0,74.6204379562,8.61240875912,5.0,7.0,2013.0,0.0
2013-07-21,21.4108695652,0.0,0.0,62.384057971,5.70869565217,6.0,7.0,2013.0,0.0
2013-07-22,18.2911764706,0.0,0.0,66.2941176471,0.654411764706,0.0,7.0,2013.0,1.0
2013-07-23,18.6255474453,0.0,0.0,69.3576642336,0.702189781022,1.0,7.0,2013.0,1.0
2013-07-24,23.065248227,0.23475177305,0.504964539007,86.7943262411,6.50709219858,2.0,7.0,2013.0,1.0
2013-07-25,19.3701612903,0.125,2.92903225806,94.6935483871,0.625,3.0,7.0,2013.0,1.0
2013-07-26,22.4201388889,0.83125,13.3722222222,85.7083333333,2.58402777778,4.0,7.0,2013.0,1.0
2013-07-27,21.7294964029,0.0,2.74748201439,78.7482014388,3.83741007194,5.0,7.0,2013.0,0.0
2013-07-28,18.435,0.075,0.135,91.7,0.68,6.0,7.0,2013.0,0.0
2013-07-29,20.1477777778,0.235555555556,1.15111111111,85.3111111111,2.22888888889,0.0,7.0,2013.0,1.0
2013-07-30,21.9914285714,0.035,0.719285714286,83.7571428571,0.0142857142857,1.0,7.0,2013.0,1.0
2013-07-31,21.4041958042,0.0125874125874,0.151748251748,73.0979020979,2.73636363636,2.0,7.0,2013.0,1.0
2013-08-01,21.8206896552,0.0,0.0,61.5431034483,0.0224137931034,3.0,8.0,2013.0,1.0
2013-08-02,19.3323741007,0.0129496402878,0.0345323741007,74.3381294964,0.0122302158273,4.0,8.0,2013.0,1.0
2013-08-03,20.6251748252,0.281818181818,1.8041958042,79.5944055944,3.3034965035,5.0,8.0,2013.0,0.0
2013-08-04,20.7527777778,0.0,1.04236111111,69.2777777778,4.45555555556,6.0,8.0,2013.0,0.0
2013-08-05,15.9419354839,0.0161290322581,0.0645161290323,83.8602150538,0.0236559139785,0.0,8.0,2013.0,1.0
2013-08-06,19.0895833333,0.0104166666667,0.245833333333,69.2708333333,8.38819444444,1.0,8.0,2013.0,1.0
2013-08-07,19.5524475524,0.0,0.0377622377622,62.6083916084,0.00559440559441,2.0,8.0,2013.0,1.0
2013-08-08,19.0597222222,0.0,0.0,64.6736111111,0.0118055555556,3.0,8.0,2013.0,1.0
2013-08-09,19.919858156,0.0106382978723,0.0106382978723,79.5106382979,0.116312056738,4.0,8.0,2013.0,1.0
2013-08-10,21.5321917808,0.56301369863,10.8787671233,81.397260274,3.74315068493,5.0,8.0,2013.0,0.0
2013-08-11,20.296,0.0624,3.5312,54.016,5.876,6.0,8.0,2013.0,0.0
2013-08-12,20.4868055556,0.0,0.1625,63.1736111111,0.0152777777778,0.0,8.0,2013.0,1.0
2013-08-13,20.3041666667,0.729861111111,6.525,62.7361111111,0.0305555555556,1.0,8.0,2013.0,1.0
2013-08-14,21.0493055556,0.0138888888889,2.58888888889,79.2777777778,0.15,2.0,8.0,2013.0,1.0
2013-08-15,19.3875,65.6354166667,795.805555556,65.7916666667,3.07152777778,3.0,8.0,2013.0,1.0
2013-08-16,20.7034722222,0.142361111111,220.023611111,60.0763888889,0.0,4.0,8.0,2013.0,1.0
2013-08-17,18.5777777778,0.0,0.475,66.9444444444,0.0,5.0,8.0,2013.0,0.0
2013-08-18,17.2763888889,0.0,0.0,68.2638888889,0.0,6.0,8.0,2013.0,0.0
2013-08-19,20.6985714286,0.0,0.0,63.6214285714,0.0157142857143,0.0,8.0,2013.0,1.0
2013-08-20,17.8333333333,0.0,0.0,78.0069444444,0.0,1.0,8.0,2013.0,1.0
2013-08-21,21.4652777778,0.0,0.0,70.0486111111,0.00972222222222,2.0,8.0,2013.0,1.0
2013-08-22,22.8177777778,0.0,0.0,64.8962962963,0.00296296296296,3.0,8.0,2013.0,1.0
2013-08-23,19.4069444444,0.0,0.0,74.7152777778,0.00486111111111,4.0,8.0,2013.0,1.0
2013-08-24,16.3971830986,0.0,0.0,66.4788732394,0.00492957746479,5.0,8.0,2013.0,0.0
2013-08-25,14.5321678322,0.0,0.0,66.951048951,0.0104895104895,6.0,8.0,2013.0,0.0
2013-08-26,15.5201388889,0.0,0.0,71.9375,0.0131944444444,0.0,8.0,2013.0,1.0
2013-08-27,19.9683098592,0.0,0.0,76.7746478873,0.00633802816901,1.0,8.0,2013.0,1.0
2013-08-28,19.6429577465,0.0,0.0,77.7112676056,0.00845070422535,2.0,8.0,2013.0,1.0
2013-08-29,16.8138888889,0.0,0.0,77.5694444444,0.00625,3.0,8.0,2013.0,1.0
2013-08-30,15.3993055556,0.215277777778,3.54722222222,87.1666666667,0.0,4.0,8.0,2013.0,1.0
2013-08-31,17.6180555556,0.0125,0.847222222222,73.3194444444,0.0,5.0,8.0,2013.0,0.0
2013-09-01,18.7118055556,0.313888888889,3.20277777778,89.5694444444,0.0,6.0,9.0,2013.0,0.0
2013-09-02,17.2569444444,0.0,1.04236111111,87.5555555556,0.0,0.0,9.0,2013.0,1.0
2013-09-03,18.55,1.8875,15.1076388889,98.4305555556,0.0,1.0,9.0,2013.0,1.0
2013-09-04,20.8944444444,0.0,6.02986111111,89.4513888889,0.0,2.0,9.0,2013.0,1.0
2013-09-05,14.4395833333,0.0125,0.0583333333333,81.5416666667,0.0,3.0,9.0,2013.0,1.0
2013-09-06,5.81041666667,0.0,0.0395833333333,97.875,0.0,4.0,9.0,2013.0,1.0
2013-09-07,5.3,0.0,0.0,99.0,0.0,5.0,9.0,2013.0,0.0
2013-09-16,20.6137931034,0.0,26.2,67.6724137931,0.0,0.0,9.0,2013.0,1.0
2013-09-17,14.7180555556,0.0,3.275,67.6736111111,0.0,1.0,9.0,2013.0,1.0
2013-09-18,16.3631944444,0.0,0.0,65.9722222222,0.0,2.0,9.0,2013.0,1.0
2013-09-19,17.2555555556,0.0,0.0,63.8611111111,0.0,3.0,9.0,2013.0,1.0
2013-09-20,14.9208333333,0.0,0.0,66.1736111111,0.0,4.0,9.0,2013.0,1.0
2013-09-21,16.4034722222,0.0,0.0,66.1527777778,0.0,5.0,9.0,2013.0,0.0
2013-09-22,19.5666666667,0.0,0.0,68.6805555556,0.0,6.0,9.0,2013.0,0.0
2013-09-23,20.4409722222,0.0,0.0,71.1736111111,0.0,0.0,9.0,2013.0,1.0
2013-09-24,14.0979166667,0.0,0.0,67.9722222222,0.0,1.0,9.0,2013.0,1.0
2013-09-25,13.6402777778,0.0,0.0,72.4097222222,0.0,2.0,9.0,2013.0,1.0
2013-09-26,13.5659722222,0.0,0.0,76.4236111111,0.0,3.0,9.0,2013.0,1.0
2013-09-27,13.7625,0.0,0.0,75.9652777778,0.0,4.0,9.0,2013.0,1.0
2013-09-28,14.03125,0.0,0.0,70.3263888889,0.0,5.0,9.0,2013.0,0.0
2013-09-29,16.7965277778,0.0,0.0,66.9722222222,0.0,6.0,9.0,2013.0,0.0
2013-09-30,15.7736111111,0.0,0.0,63.0208333333,0.0,0.0,9.0,2013.0,1.0
2013-10-01,15.2534722222,0.0,0.0,67.0972222222,0.0,1.0,10.0,2013.0,1.0
2013-10-02,16.7201388889,0.0,0.0,69.1111111111,0.0,2.0,10.0,2013.0,1.0
2013-10-03,17.9430555556,0.0,0.0,63.25,0.0,3.0,10.0,2013.0,1.0
2013-10-04,15.6916666667,0.0,0.0,57.7638888889,0.0,4.0,10.0,2013.0,1.0
2013-10-05,12.8645833333,0.0,0.0,60.6666666667,0.0,5.0,10.0,2013.0,0.0
2013-10-06,12.4950704225,0.0,0.0,60.5281690141,0.0,6.0,10.0,2013.0,0.0
2013-10-07,9.14507042254,0.0,0.0,66.4436619718,0.0,0.0,10.0,2013.0,1.0
2013-10-08,15.2388888889,0.0,0.0,74.2361111111,0.272916666667,1.0,10.0,2013.0,1.0
2013-10-09,12.1013888889,0.0,0.0,70.3263888889,0.0,2.0,10.0,2013.0,1.0
2013-10-10,13.7854166667,0.0,0.0,68.6666666667,0.0,3.0,10.0,2013.0,1.0
2013-10-11,13.8956521739,0.0,8.90507246377,68.2826086957,0.0,4.0,10.0,2013.0,1.0
2013-10-12,10.3756944444,0.0,0.0,66.3472222222,0.0,5.0,10.0,2013.0,0.0
2013-10-13,8.47916666667,0.0,0.0,66.3472222222,0.0,6.0,10.0,2013.0,0.0
2013-10-14,8.46060606061,0.0,0.0,66.9621212121,0.0,0.0,10.0,2013.0,1.0
2013-10-15,13.0416666667,0.0,0.0,66.875,0.0,1.0,10.0,2013.0,1.0
2013-10-16,8.88819444444,0.0,0.0,66.9027777778,0.0,2.0,10.0,2013.0,1.0
2013-10-17,15.2541666667,0.0,0.0,75.9930555556,0.0,3.0,10.0,2013.0,1.0
2013-10-18,14.5256944444,0.0,0.0,74.7291666667,0.0,4.0,10.0,2013.0,1.0
2013-10-19,13.4423611111,0.0,0.0,74.0694444444,0.0,5.0,10.0,2013.0,0.0
2013-10-20,11.4388888889,0.0,0.0,73.3680555556,0.0,6.0,10.0,2013.0,0.0
2013-10-21,10.6027972028,0.0,0.0,71.0699300699,0.0,0.0,10.0,2013.0,1.0
2013-10-22,10.1541666667,0.0,0.0,70.4444444444,0.0,1.0,10.0,2013.0,1.0
2013-10-23,12.8423611111,0.0,0.0,70.2638888889,0.0,2.0,10.0,2013.0,1.0
2013-10-24,9.03472222222,0.0,0.0,67.5555555556,0.0,3.0,10.0,2013.0,1.0
2013-10-25,8.94513888889,0.0,0.0,60.7222222222,0.0,4.0,10.0,2013.0,1.0
2013-10-26,9.28055555556,0.0,0.0,62.2291666667,0.0,5.0,10.0,2013.0,0.0
2013-10-27,7.95,0.0,0.0,66.4027777778,0.0,6.0,10.0,2013.0,0.0
2013-10-28,7.92440944882,0.0,0.0,68.7322834646,0.0,0.0,10.0,2013.0,1.0
2013-10-29,6.14722222222,0.0,0.0,64.2638888889,0.0,1.0,10.0,2013.0,1.0
2013-10-30,3.83286713287,0.0,0.0,63.4965034965,0.0,2.0,10.0,2013.0,1.0
2013-10-31,5.29166666667,0.0,0.0,60.6666666667,0.0,3.0,10.0,2013.0,1.0
2013-11-01,11.74375,0.0,0.0,73.9375,0.0,4.0,11.0,2013.0,1.0
2013-11-02,14.0034722222,0.0,0.0,76.1388888889,0.0,5.0,11.0,2013.0,0.0
2013-11-03,7.68263888889,0.0,0.0,69.4305555556,0.0,6.0,11.0,2013.0,0.0
2013-11-04,2.83888888889,0.0,0.0,70.3680555556,0.00416666666667,0.0,11.0,2013.0,1.0
2013-11-05,4.50694444444,0.0,0.0,71.25,0.0,1.0,11.0,2013.0,1.0
2013-11-06,5.92777777778,0.0,0.0,69.9027777778,0.0,2.0,11.0,2013.0,1.0
2013-11-07,10.0125,0.0,0.0,75.5416666667,0.0,3.0,11.0,2013.0,1.0
2013-11-08,8.99305555556,0.0,0.0,74.6111111111,0.0,4.0,11.0,2013.0,1.0
2013-11-09,3.83472222222,0.0,0.0,70.3958333333,0.0458333333333,5.0,11.0,2013.0,0.0
2013-11-10,4.2768,0.0,0.0,69.48,0.0,6.0,11.0,2013.0,0.0
2013-11-11,5.79652777778,0.0,0.0,72.0625,0.0,0.0,11.0,2013.0,1.0
2013-11-12,6.0,0.0,0.0,73.0,0.0,1.0,11.0,2013.0,1.0
2013-11-13,2.31805555556,0.0,0.0,73.3055555556,0.0,2.0,11.0,2013.0,1.0
2013-11-14,1.81041666667,0.00902777777778,0.216666666667,70.9236111111,0.00694444444444,3.0,11.0,2013.0,1.0
2013-11-15,5.41944444444,0.0,0.225694444444,71.3819444444,0.00138888888889,4.0,11.0,2013.0,1.0
2013-11-16,3.79375,0.0104166666667,0.139583333333,74.3819444444,0.96875,5.0,11.0,2013.0,0.0
2013-11-17,6.7,0.0,0.3,79.0,0.0,6.0,11.0,2013.0,0.0
2013-11-18,6.7,0.0,0.3,79.0,0.0,0.0,11.0,2013.0,1.0
2013-11-19,9.30763888889,0.0,0.04375,82.9861111111,0.0,1.0,11.0,2013.0,1.0
2013-11-20,1.65138888889,0.00694444444444,0.00694444444444,73.9791666667,0.0,2.0,11.0,2013.0,1.0
2013-11-21,2.00416666667,0.0,0.0,69.0416666667,0.0,3.0,11.0,2013.0,1.0
2013-11-22,4.13611111111,0.140972222222,0.284722222222,71.6527777778,0.00555555555556,4.0,11.0,2013.0,1.0
2013-11-23,2.44895104895,0.0,0.174825174825,74.2657342657,0.0,5.0,11.0,2013.0,0.0
2013-11-24,-0.92619047619,0.0,0.0,65.0476190476,0.0,6.0,11.0,2013.0,0.0
2013-11-25,-3.02638888889,0.0,0.0,64.7291666667,0.0,0.0,11.0,2013.0,1.0
2013-11-26,-1.87013888889,0.0,0.0,68.8333333333,0.0,1.0,11.0,2013.0,1.0
2013-11-27,4.31319444444,0.261805555556,0.976388888889,79.375,1.14305555556,2.0,11.0,2013.0,1.0
2013-11-28,9.90138888889,0.521527777778,5.89791666667,84.0972222222,24.3430555556,3.0,11.0,2013.0,1.0
2013-11-29,-4.46944444444,0.0,1.68402777778,62.0902777778,11.1895833333,4.0,11.0,2013.0,1.0
2013-11-30,-4.55486111111,0.0,0.0,59.625,2.23333333333,5.0,11.0,2013.0,0.0
2013-12-01,-2.79862068966,0.0,0.0,69.8965517241,1.83862068966,6.0,12.0,2013.0,0.0
2013-12-02,2.84405594406,0.0293706293706,0.674825174825,93.3146853147,0.444055944056,0.0,12.0,2013.0,1.0
2013-12-03,5.29166666667,0.0493055555556,0.279166666667,98.5833333333,0.3875,1.0,12.0,2013.0,1.0
2013-12-04,1.66,1.76275862069,19.6593103448,99.0,10.9862068966,2.0,12.0,2013.0,1.0
2013-12-05,-1.11458333333,0.05,4.90625,92.8541666667,0.00347222222222,3.0,12.0,2013.0,1.0
2013-12-06,3.93333333333,0.273611111111,2.70902777778,97.2291666667,0.963888888889,4.0,12.0,2013.0,1.0
2013-12-07,1.31527777778,0.00625,1.19791666667,73.0347222222,8.56111111111,5.0,12.0,2013.0,0.0
2013-12-08,-4.07430555556,0.025,0.191666666667,54.0902777778,13.8597222222,6.0,12.0,2013.0,0.0
2013-12-09,-5.83125,0.0,0.0868055555556,58.8819444444,2.16736111111,0.0,12.0,2013.0,1.0
2013-12-10,-1.23706293706,0.0,0.0,84.7692307692,6.21888111888,1.0,12.0,2013.0,1.0
2013-12-11,-5.76111111111,0.0347222222222,0.445138888889,62.3611111111,14.7444444444,2.0,12.0,2013.0,1.0
2013-12-12,-9.60555555556,0.0375,0.269444444444,60.5138888889,14.3145833333,3.0,12.0,2013.0,1.0
2013-12-13,-12.1291666667,0.0,0.0,69.4791666667,6.30763888889,4.0,12.0,2013.0,1.0
2013-12-14,-14.8180555556,0.0,0.0,62.4930555556,10.4659722222,5.0,12.0,2013.0,0.0
2013-12-15,-9.6875,0.075,0.402083333333,79.4861111111,7.73402777778,6.0,12.0,2013.0,0.0
2013-12-16,-3.97062937063,0.0,0.314685314685,88.1748251748,14.1433566434,0.0,12.0,2013.0,1.0
2013-12-17,-10.5777777778,0.0,0.0,76.7013888889,12.1347222222,1.0,12.0,2013.0,1.0
2013-12-18,-7.1792,0.0,0.0,91.632,4.9112,2.0,12.0,2013.0,1.0
2013-12-19,-5.75,0.0,0.0,87.8611111111,11.2618055556,3.0,12.0,2013.0,1.0
2013-12-20,-5.98819444444,0.0,0.0,76.2222222222,2.51944444444,4.0,12.0,2013.0,1.0
2013-12-21,-0.320833333333,0.123611111111,0.842361111111,98.4166666667,1.85972222222,5.0,12.0,2013.0,0.0
2013-12-22,-1.68541666667,0.184722222222,1.39861111111,98.1388888889,0.1375,6.0,12.0,2013.0,0.0
2013-12-23,-2.57323943662,0.112676056338,0.696478873239,98.5,0.0,0.0,12.0,2013.0,1.0
2013-12-24,-0.540277777778,0.0291666666667,0.665277777778,99.0,0.0,1.0,12.0,2013.0,1.0
2013-12-25,-5.75,0.0,0.0507042253521,89.7253521127,0.0,2.0,12.0,2013.0,1.0
2013-12-26,-11.2242424242,0.0,0.0,79.8712121212,0.0,3.0,12.0,2013.0,1.0
2013-12-27,-3.5843537415,0.0,0.0,97.2176870748,0.0,4.0,12.0,2013.0,1.0
2013-12-28,-5.66388888889,0.0,0.0,81.8125,0.0,5.0,12.0,2013.0,0.0
2013-12-29,-4.08873239437,0.0,0.0,82.0563380282,0.0,6.0,12.0,2013.0,0.0
2013-12-30,-1.89370629371,0.020979020979,0.167832167832,95.1048951049,6.96643356643,0.0,12.0,2013.0,1.0
2013-12-31,-13.0861111111,0.0,0.0868055555556,67.9375,9.09166666667,1.0,12.0,2013.0,1.0
2014-01-01,-15.5792857143,0.0,0.0,66.1857142857,11.3185714286,2.0,1.0,2014.0,1.0
2014-01-02,-20.4086330935,0.0,0.0,57.2230215827,5.18273381295,3.0,1.0,2014.0,1.0
2014-01-03,-14.7682758621,0.0,0.0,73.8896551724,7.91448275862,4.0,1.0,2014.0,1.0
2014-01-04,-16.1659722222,0.0,0.0,66.6388888889,17.3104166667,5.0,1.0,2014.0,0.0
2014-01-05,-6.48263888889,0.0,0.0,68.1180555556,1.55069444444,6.0,1.0,2014.0,0.0
2014-01-06,-3.31388888889,0.025,0.0958333333333,84.9097222222,7.99375,0.0,1.0,2014.0,1.0
2014-01-07,0.669444444444,0.0597222222222,1.15763888889,75.4861111111,20.2111111111,1.0,1.0,2014.0,1.0
2014-01-08,-10.8697183099,0.0218309859155,0.470422535211,40.7676056338,30.6471830986,2.0,1.0,2014.0,1.0
2014-01-09,-9.52657342657,0.0,0.0874125874126,50.5594405594,13.8944055944,3.0,1.0,2014.0,1.0
2014-01-10,-9.21875,0.0,0.0,51.4722222222,4.66180555556,4.0,1.0,2014.0,1.0
2014-01-11,0.282638888889,0.201388888889,1.0875,82.8888888889,3.45486111111,5.0,1.0,2014.0,0.0
2014-01-12,6.93191489362,0.145390070922,3.17304964539,95.1276595745,17.070212766,6.0,1.0,2014.0,0.0
2014-01-13,1.48881118881,0.0,0.503496503497,58.8391608392,14.8377622378,0.0,1.0,2014.0,1.0
2014-01-14,3.18055555556,0.0430555555556,0.147222222222,78.7638888889,2.81319444444,1.0,1.0,2014.0,1.0
2014-01-15,5.65972222222,0.286805555556,4.08888888889,92.3958333333,7.71527777778,2.0,1.0,2014.0,1.0
2014-01-16,2.08611111111,0.503472222222,3.41944444444,97.4513888889,0.0784722222222,3.0,1.0,2014.0,1.0
2014-01-17,1.11944444444,0.277777777778,3.48055555556,99.0,0.219444444444,4.0,1.0,2014.0,1.0
2014-01-18,1.67361111111,0.0,0.225694444444,95.8263888889,1.00902777778,5.0,1.0,2014.0,0.0
2014-01-19,-0.701492537313,0.0,0.0,98.4626865672,0.034328358209,6.0,1.0,2014.0,0.0
2014-01-20,-0.584285714286,0.0128571428571,0.111428571429,80.6071428571,11.9178571429,0.0,1.0,2014.0,1.0
2014-01-21,-10.2320895522,0.0,0.0514925373134,68.1044776119,7.77985074627,1.0,1.0,2014.0,1.0
2014-01-22,-10.1601449275,0.0,0.0,74.4782608696,5.41956521739,2.0,1.0,2014.0,1.0
2014-01-23,-9.9962406015,0.0,0.0,75.6992481203,13.9781954887,3.0,1.0,2014.0,1.0
2014-01-24,-14.2230215827,0.0,0.0,60.7553956835,12.9964028777,4.0,1.0,2014.0,1.0
2014-01-25,-11.5488549618,0.0,0.137404580153,66.0458015267,4.8786259542,5.0,1.0,2014.0,0.0
2014-01-26,-0.110791366906,0.335971223022,4.04820143885,79.3021582734,21.9352517986,6.0,1.0,2014.0,0.0
2014-01-27,-7.37092198582,0.0234042553191,1.31134751773,59.9290780142,11.665248227,0.0,1.0,2014.0,1.0
2014-01-28,-5.9314516129,0.0322580645161,0.275,55.3629032258,11.0169354839,1.0,1.0,2014.0,1.0
2014-01-29,-11.5203252033,0.0,0.0585365853659,61.2682926829,0.79837398374,2.0,1.0,2014.0,1.0
2014-01-30,-10.023943662,0.0,0.0,59.8873239437,7.10985915493,3.0,1.0,2014.0,1.0
2014-01-31,-5.60486111111,0.0229166666667,0.106944444444,69.7777777778,5.76736111111,4.0,1.0,2014.0,1.0
2014-02-01,-3.13125,0.0,0.0868055555556,61.5625,1.2875,5.0,2.0,2014.0,0.0
2014-02-02,-0.927083333333,0.124305555556,0.946527777778,80.8055555556,0.776388888889,6.0,2.0,2014.0,0.0
2014-02-03,-2.3125,0.0,0.520833333333,74.3680555556,0.0736111111111,0.0,2.0,2014.0,1.0
2014-02-04,-7.24791666667,0.0,0.0,68.7569444444,1.17986111111,1.0,2.0,2014.0,1.0
2014-02-05,-10.4674418605,0.0,0.0,67.7054263566,0.0,2.0,2.0,2014.0,1.0
2014-02-06,-11.6977777778,0.0,0.0,70.362962963,1.37777777778,3.0,2.0,2014.0,1.0
2014-02-07,-13.6166666667,0.0,0.0,63.0069444444,2.68819444444,4.0,2.0,2014.0,1.0
2014-02-08,-11.0472222222,0.0,0.0,63.0555555556,5.42569444444,5.0,2.0,2014.0,0.0
2014-02-09,-12.7229166667,0.0,0.0,53.4513888889,1.15625,6.0,2.0,2014.0,0.0
2014-02-10,-12.8048611111,0.0,0.0,61.5555555556,0.124305555556,0.0,2.0,2014.0,1.0
